time,ECG,HR
227,1.98,406.0
227,1.99,408.0
227,1.98,405.0
227,1.96,401.0
227,1.95,398.0
227,1.92,391.0
227,1.9,388.0
227,1.88,384.0
227,1.87,383.0
227,1.86,381.0
227,1.85,379.0
227,1.85,379.0
227,1.86,380.0
227,1.85,379.0
227,1.85,377.0
227,1.85,379.0
227,1.84,377.0
227,1.84,377.0
227,1.86,380.0
227,1.86,380.0
227,1.85,379.0
227,1.84,377.0
227,1.84,377.0
227,1.84,377.0
227,1.84,376.0
227,1.84,376.0
227,1.84,376.0
227,1.84,377.0
227,1.82,371.0
227,1.78,364.0
227,1.8,370.0
227,1.83,374.0
227,1.85,379.0
227,1.86,380.0
227,1.86,381.0
227,1.85,379.0
227,1.85,379.0
227,1.91,394.0
227,1.86,371.0
227,0.95,175.0
227,0.54,125.0
227,1.64,351.0
227,2.18,449.0
227,2.2,449.0
227,2.14,436.0
227,2.07,422.0
228,2.0,409.0
228,1.96,401.0
228,1.93,394.0
228,1.89,387.0
228,1.87,381.0
228,1.85,377.0
228,1.82,372.0
228,1.78,365.0
228,1.74,356.0
228,1.69,345.0
228,1.64,335.0
228,1.62,331.0
228,1.65,338.0
228,1.74,358.0
228,1.86,382.0
228,1.95,400.0
228,1.99,408.0
228,1.99,406.0
228,1.97,402.0
228,1.95,397.0
228,1.92,393.0
228,1.9,387.0
228,1.87,384.0
228,1.86,381.0
228,1.86,379.0
228,1.85,378.0
228,1.84,377.0
228,1.84,377.0
228,1.84,377.0
228,1.84,376.0
228,1.84,377.0
228,1.85,378.0
228,1.84,376.0
228,1.83,374.0
228,1.84,375.0
228,1.84,376.0
228,1.84,376.0
228,1.84,375.0
228,1.84,376.0
228,1.84,376.0
228,1.84,376.0
228,1.83,375.0
228,1.84,377.0
228,1.84,378.0
228,1.84,376.0
228,1.85,378.0
228,1.84,377.0
228,1.85,377.0
228,1.84,377.0
228,1.85,379.0
228,1.84,377.0
228,1.84,376.0
228,1.8,368.0
228,1.79,367.0
228,1.81,372.0
228,1.83,375.0
228,1.86,380.0
228,1.86,381.0
228,1.86,380.0
228,1.85,378.0
228,1.86,381.0
228,1.96,400.0
228,1.34,257.0
228,0.36,74.0
228,1.14,253.0
228,2.08,433.0
228,2.24,458.0
228,2.21,448.0
228,2.12,433.0
229,2.05,418.0
229,1.99,406.0
229,1.95,398.0
229,1.92,392.0
229,1.88,384.0
229,1.87,381.0
229,1.85,378.0
229,1.81,371.0
229,1.77,363.0
229,1.74,355.0
229,1.68,344.0
229,1.65,336.0
229,1.64,335.0
229,1.69,346.0
229,1.78,366.0
229,1.9,389.0
229,1.98,405.0
229,2.0,409.0
229,1.98,405.0
229,1.95,398.0
229,1.93,394.0
229,1.9,389.0
229,1.87,383.0
229,1.86,381.0
229,1.87,381.0
229,1.85,379.0
229,1.84,377.0
229,1.85,377.0
229,1.85,378.0
229,1.84,377.0
229,1.84,376.0
229,1.84,376.0
229,1.84,375.0
229,1.84,376.0
229,1.84,377.0
229,1.84,376.0
229,1.83,375.0
229,1.83,375.0
229,1.83,375.0
229,1.84,376.0
229,1.83,375.0
229,1.84,376.0
229,1.84,377.0
229,1.85,378.0
229,1.84,377.0
229,1.85,377.0
229,1.85,378.0
229,1.84,377.0
229,1.85,378.0
229,1.85,378.0
229,1.85,379.0
229,1.8,367.0
229,1.78,365.0
229,1.83,376.0
229,1.86,381.0
229,1.87,383.0
229,1.88,384.0
229,1.88,384.0
229,1.87,382.0
229,1.87,384.0
229,2.0,407.0
229,1.42,274.0
229,0.41,83.0
229,1.14,251.0
229,2.06,429.0
229,2.23,456.0
229,2.18,445.0
229,2.12,433.0
230,2.07,421.0
230,2.0,410.0
230,1.96,400.0
230,1.92,393.0
230,1.9,387.0
230,1.86,380.0
230,1.83,374.0
230,1.81,370.0
230,1.77,362.0
230,1.72,350.0
230,1.66,338.0
230,1.62,331.0
230,1.61,329.0
230,1.65,339.0
230,1.76,363.0
230,1.88,386.0
230,1.95,400.0
230,1.98,405.0
230,1.98,405.0
230,1.95,399.0
230,1.93,393.0
230,1.9,388.0
230,1.88,385.0
230,1.87,382.0
230,1.86,379.0
230,1.86,380.0
230,1.85,379.0
230,1.84,377.0
230,1.83,374.0
230,1.86,380.0
230,1.87,382.0
230,1.85,379.0
230,1.85,379.0
230,1.86,381.0
230,1.86,381.0
230,1.85,379.0
230,1.86,380.0
230,1.87,385.0
230,1.88,384.0
230,1.87,382.0
230,1.88,384.0
230,1.87,384.0
230,1.88,384.0
230,1.88,384.0
230,1.88,384.0
230,1.86,381.0
230,1.83,374.0
230,1.82,372.0
230,1.78,364.0
230,1.74,357.0
230,1.74,354.0
230,1.76,362.0
230,1.78,365.0
230,1.79,367.0
230,1.84,378.0
230,1.91,392.0
230,2.0,413.0
230,2.17,445.0
230,2.28,467.0
230,2.39,490.0
230,2.34,479.0
230,2.31,466.0
230,1.53,294.0
230,0.41,81.0
230,1.09,243.0
230,2.05,426.0
230,2.13,433.0
230,1.91,388.0
230,1.88,384.0
230,1.89,385.0
231,1.88,384.0
231,1.85,378.0
231,1.82,373.0
231,1.85,379.0
231,1.85,379.0
231,1.8,369.0
231,1.79,367.0
231,1.78,364.0
231,1.72,351.0
231,1.64,335.0
231,1.6,326.0
231,1.58,324.0
231,1.59,328.0
231,1.68,343.0
231,1.78,366.0
231,1.87,383.0
231,1.86,380.0
231,1.86,381.0
231,1.86,380.0
231,1.8,370.0
231,1.78,364.0
231,1.79,366.0
231,1.77,363.0
231,1.73,354.0
231,1.72,350.0
231,1.69,345.0
231,1.67,342.0
231,1.67,341.0
231,1.68,342.0
231,1.69,347.0
231,1.66,339.0
231,1.68,343.0
231,1.71,349.0
231,1.74,358.0
231,1.78,365.0
231,1.85,380.0
231,1.93,397.0
231,1.93,395.0
231,1.87,381.0
231,1.86,379.0
231,1.79,367.0
231,1.74,355.0
231,1.76,363.0
231,1.85,378.0
231,1.91,392.0
231,1.88,385.0
231,1.92,392.0
231,1.97,402.0
231,2.02,417.0
231,2.06,421.0
231,2.12,431.0
231,2.11,430.0
231,2.05,419.0
231,2.03,414.0
231,2.01,411.0
231,2.06,424.0
231,1.96,393.0
231,1.12,211.0
231,0.9,196.0
231,1.84,391.0
231,2.31,476.0
231,2.36,480.0
231,2.37,486.0
231,2.43,500.0
231,2.47,506.0
231,2.45,499.0
231,2.31,471.0
231,2.17,441.0
232,2.05,419.0
232,1.98,404.0
232,1.93,395.0
232,1.86,378.0
232,1.75,357.0
232,1.64,335.0
232,1.58,324.0
232,1.52,311.0
232,1.58,324.0
232,1.65,341.0
232,1.74,359.0
232,1.83,376.0
232,1.95,399.0
232,1.95,400.0
232,1.95,398.0
232,1.94,395.0
232,1.88,383.0
232,1.78,364.0
232,1.77,363.0
232,1.82,371.0
232,1.91,391.0
232,1.91,392.0
232,1.91,389.0
232,1.95,399.0
232,1.93,394.0
232,1.94,399.0
232,2.08,426.0
232,2.15,441.0
232,2.15,441.0
232,2.13,434.0
232,2.07,421.0
232,1.98,406.0
232,1.91,390.0
232,1.9,386.0
232,1.86,380.0
232,1.75,357.0
232,1.59,324.0
232,1.58,323.0
232,1.64,337.0
232,1.62,333.0
232,1.62,332.0
232,1.65,337.0
232,1.65,338.0
232,1.6,327.0
232,1.67,343.0
232,1.61,322.0
232,0.79,145.0
232,0.59,135.0
232,1.61,343.0
232,2.04,420.0
232,2.05,420.0
232,2.0,409.0
232,2.01,410.0
232,1.99,407.0
232,1.94,397.0
232,1.9,386.0
232,1.89,386.0
232,1.87,384.0
232,1.86,380.0
232,1.89,385.0
232,1.92,393.0
232,1.95,399.0
232,1.96,400.0
232,1.93,393.0
232,1.85,377.0
232,1.77,362.0
232,1.78,365.0
232,1.86,381.0
232,1.94,400.0
233,1.98,407.0
233,2.0,407.0
233,1.95,398.0
233,1.9,389.0
233,1.89,385.0
233,1.93,393.0
233,1.9,389.0
233,1.84,376.0
233,1.81,369.0
233,1.78,364.0
233,1.78,366.0
233,1.8,370.0
233,1.88,382.0
233,1.89,386.0
233,1.85,378.0
233,1.86,379.0
233,1.87,383.0
233,1.89,387.0
233,1.87,383.0
233,1.89,386.0
233,1.9,387.0
233,1.82,371.0
233,1.7,347.0
233,1.74,355.0
233,1.78,366.0
233,1.81,372.0
233,1.85,379.0
233,1.92,392.0
233,1.88,385.0
233,1.82,372.0
233,1.87,385.0
233,1.76,350.0
233,0.83,154.0
233,0.72,162.0
233,1.76,372.0
233,2.22,457.0
233,2.23,457.0
233,2.13,433.0
233,2.05,417.0
233,1.95,398.0
233,1.84,376.0
233,1.79,365.0
233,1.78,364.0
233,1.76,362.0
233,1.73,353.0
233,1.75,357.0
233,1.73,353.0
233,1.68,345.0
233,1.65,336.0
233,1.66,340.0
233,1.69,346.0
233,1.74,358.0
233,1.84,377.0
233,1.96,401.0
233,1.98,406.0
233,1.95,398.0
233,1.97,402.0
233,1.96,401.0
233,1.95,400.0
233,1.96,400.0
233,1.97,402.0
233,1.91,391.0
233,1.85,378.0
233,1.84,374.0
233,1.83,374.0
233,1.81,372.0
233,1.8,368.0
233,1.82,371.0
233,1.81,370.0
234,1.79,368.0
234,1.78,364.0
234,1.81,369.0
234,1.8,368.0
234,1.78,366.0
234,1.78,363.0
234,1.77,361.0
234,1.74,358.0
234,1.78,366.0
234,1.83,374.0
234,1.82,371.0
234,1.77,364.0
234,1.77,362.0
234,1.84,376.0
234,1.82,374.0
234,1.87,386.0
234,1.77,353.0
234,0.93,175.0
234,0.77,173.0
234,1.76,373.0
234,2.19,451.0
234,2.2,450.0
234,2.16,441.0
234,2.1,428.0
234,2.06,419.0
234,2.0,410.0
234,1.93,394.0
234,1.84,374.0
234,1.74,355.0
234,1.69,345.0
234,1.61,328.0
234,1.63,333.0
234,1.6,327.0
234,1.59,325.0
234,1.54,316.0
234,1.58,323.0
234,1.54,316.0
234,1.64,337.0
234,1.79,369.0
234,1.91,392.0
234,1.95,398.0
234,1.94,396.0
234,1.93,393.0
234,1.89,385.0
234,1.85,379.0
234,1.83,374.0
234,1.87,383.0
234,1.87,384.0
234,1.85,378.0
234,1.86,380.0
234,1.88,384.0
234,1.89,387.0
234,1.88,383.0
234,1.9,387.0
234,1.87,382.0
234,1.83,375.0
234,1.85,377.0
234,1.84,375.0
234,1.78,365.0
234,1.73,354.0
234,1.71,347.0
234,1.67,341.0
234,1.67,342.0
234,1.69,345.0
234,1.74,355.0
234,1.68,343.0
234,1.59,325.0
234,1.53,311.0
234,1.57,321.0
235,1.63,336.0
235,1.7,342.0
235,0.94,174.0
235,0.33,76.0
235,1.19,261.0
235,1.85,382.0
235,1.92,391.0
235,1.81,369.0
235,1.66,337.0
235,1.59,325.0
235,1.67,344.0
235,1.77,363.0
235,1.83,374.0
235,1.88,384.0
235,1.91,391.0
235,1.91,391.0
235,1.91,391.0
235,1.92,391.0
235,1.86,379.0
235,1.77,361.0
235,1.73,353.0
235,1.74,356.0
235,1.79,369.0
235,1.9,389.0
235,2.01,411.0
235,2.05,419.0
235,2.03,416.0
235,2.0,408.0
235,1.98,405.0
235,1.96,401.0
235,1.92,393.0
235,1.92,392.0
235,1.96,400.0
235,1.94,397.0
235,1.91,391.0
235,1.91,390.0
235,1.91,390.0
235,1.82,372.0
235,1.83,374.0
235,1.88,385.0
235,1.88,385.0
235,1.85,378.0
235,1.85,377.0
235,1.87,382.0
235,1.87,384.0
235,1.87,383.0
235,1.89,386.0
235,1.89,388.0
235,1.86,380.0
235,1.8,368.0
235,1.82,373.0
235,1.85,379.0
235,1.87,383.0
235,1.89,385.0
235,1.9,387.0
235,1.88,384.0
235,1.87,383.0
235,1.93,397.0
235,1.92,385.0
235,1.05,197.0
235,0.57,129.0
235,1.64,350.0
235,2.2,453.0
235,2.23,457.0
235,2.19,446.0
235,2.13,435.0
235,2.06,421.0
235,2.0,410.0
235,1.98,404.0
236,1.95,399.0
236,1.9,389.0
236,1.9,386.0
236,1.88,383.0
236,1.83,374.0
236,1.78,365.0
236,1.74,354.0
236,1.7,347.0
236,1.67,341.0
236,1.69,346.0
236,1.77,363.0
236,1.88,386.0
236,1.96,401.0
236,2.0,409.0
236,2.01,410.0
236,1.98,405.0
236,1.95,400.0
236,1.93,394.0
236,1.92,392.0
236,1.88,386.0
236,1.88,384.0
236,1.89,386.0
236,1.88,385.0
236,1.86,381.0
236,1.86,381.0
236,1.88,384.0
236,1.87,382.0
236,1.85,378.0
236,1.85,379.0
236,1.86,381.0
236,1.84,378.0
236,1.83,375.0
236,1.85,378.0
236,1.84,377.0
236,1.82,374.0
236,1.83,374.0
236,1.84,375.0
236,1.77,364.0
236,1.77,364.0
236,1.81,371.0
236,1.86,381.0
236,1.86,380.0
236,1.85,378.0
236,1.86,381.0
236,1.85,380.0
236,1.86,383.0
236,1.95,393.0
236,1.24,236.0
236,0.43,94.0
236,1.3,284.0
236,2.11,436.0
236,2.22,455.0
236,2.16,440.0
236,2.1,427.0
236,2.04,417.0
236,1.98,405.0
236,1.94,395.0
236,1.91,390.0
236,1.88,385.0
236,1.84,376.0
236,1.8,369.0
236,1.78,364.0
236,1.74,357.0
236,1.68,344.0
236,1.64,334.0
236,1.63,333.0
236,1.63,334.0
236,1.68,346.0
237,1.79,368.0
237,1.9,390.0
237,1.95,400.0
237,1.96,401.0
237,1.96,398.0
237,1.93,394.0
237,1.89,388.0
237,1.88,384.0
237,1.88,384.0
237,1.87,382.0
237,1.86,379.0
237,1.86,379.0
237,1.86,381.0
237,1.85,380.0
237,1.85,378.0
237,1.86,379.0
237,1.85,379.0
237,1.83,375.0
237,1.84,375.0
237,1.85,379.0
237,1.84,377.0
237,1.83,374.0
237,1.84,375.0
237,1.84,377.0
237,1.83,375.0
237,1.83,374.0
237,1.84,376.0
237,1.85,378.0
237,1.84,377.0
237,1.84,376.0
237,1.85,379.0
237,1.85,379.0
237,1.84,375.0
237,1.79,366.0
237,1.82,373.0
237,1.83,377.0
237,1.86,380.0
237,1.87,383.0
237,1.87,383.0
237,1.85,380.0
237,1.85,378.0
237,1.95,401.0
237,1.75,349.0
237,0.71,129.0
237,0.68,156.0
237,1.82,385.0
237,2.23,458.0
237,2.22,453.0
237,2.17,442.0
237,2.1,428.0
237,2.02,413.0
237,1.98,404.0
237,1.95,398.0
237,1.91,390.0
237,1.86,381.0
237,1.85,378.0
237,1.83,375.0
237,1.78,364.0
237,1.74,354.0
237,1.7,348.0
237,1.67,342.0
237,1.64,335.0
237,1.65,338.0
237,1.75,359.0
237,1.85,381.0
237,1.93,396.0
237,1.98,404.0
237,1.98,406.0
237,1.95,399.0
238,1.92,392.0
238,1.92,391.0
238,1.9,389.0
238,1.88,384.0
238,1.87,382.0
238,1.89,386.0
238,1.88,384.0
238,1.87,382.0
238,1.88,383.0
238,1.87,383.0
238,1.86,381.0
238,1.85,379.0
238,1.86,380.0
238,1.85,379.0
238,1.84,377.0
238,1.85,378.0
238,1.85,379.0
238,1.85,379.0
238,1.84,376.0
238,1.85,377.0
238,1.86,380.0
238,1.85,379.0
238,1.84,377.0
238,1.86,380.0
238,1.87,383.0
238,1.84,376.0
238,1.79,366.0
238,1.83,375.0
238,1.85,379.0
238,1.86,381.0
238,1.89,386.0
238,1.9,388.0
238,1.87,384.0
238,1.87,381.0
238,1.97,406.0
238,1.74,345.0
238,0.71,130.0
238,0.83,186.0
238,1.89,397.0
238,2.22,457.0
238,2.2,451.0
238,2.15,438.0
238,2.1,428.0
238,2.03,416.0
238,1.99,406.0
238,1.96,400.0
238,1.92,393.0
238,1.87,383.0
238,1.86,379.0
238,1.84,376.0
238,1.8,368.0
238,1.75,357.0
238,1.71,348.0
238,1.68,342.0
238,1.65,338.0
238,1.68,343.0
238,1.77,363.0
238,1.87,384.0
238,1.94,398.0
238,1.99,407.0
238,1.99,408.0
238,1.96,401.0
238,1.93,394.0
238,1.92,390.0
238,1.9,387.0
238,1.86,381.0
238,1.85,378.0
238,1.86,380.0
238,1.86,380.0
239,1.84,377.0
239,1.85,377.0
239,1.86,380.0
239,1.84,377.0
239,1.82,373.0
239,1.84,375.0
239,1.84,377.0
239,1.82,374.0
239,1.81,371.0
239,1.82,372.0
239,1.82,372.0
239,1.81,371.0
239,1.82,371.0
239,1.82,372.0
239,1.82,372.0
239,1.81,371.0
239,1.81,368.0
239,1.77,362.0
239,1.77,364.0
239,1.8,369.0
239,1.84,377.0
239,1.86,380.0
239,1.84,377.0
239,1.84,377.0
239,1.85,379.0
239,1.93,397.0
239,1.76,351.0
239,0.78,142.0
239,0.67,155.0
239,1.77,376.0
239,2.2,452.0
239,2.22,452.0
239,2.16,440.0
239,2.07,423.0
239,2.02,412.0
239,1.98,405.0
239,1.94,397.0
239,1.91,389.0
239,1.88,384.0
239,1.86,381.0
239,1.81,371.0
239,1.78,364.0
239,1.75,356.0
239,1.69,346.0
239,1.64,336.0
239,1.63,332.0
239,1.66,340.0
239,1.74,357.0
239,1.83,377.0
239,1.94,396.0
239,1.98,406.0
239,1.96,401.0
239,1.94,395.0
239,1.93,393.0
239,1.9,389.0
239,1.87,382.0
239,1.87,381.0
239,1.87,383.0
239,1.86,380.0
239,1.84,377.0
239,1.85,377.0
239,1.85,379.0
239,1.84,377.0
239,1.83,374.0
239,1.84,376.0
239,1.83,375.0
239,1.82,374.0
239,1.83,373.0
239,1.83,375.0
240,1.82,373.0
240,1.81,371.0
240,1.82,372.0
240,1.83,375.0
240,1.81,372.0
240,1.82,371.0
240,1.83,375.0
240,1.83,375.0
240,1.83,374.0
240,1.84,377.0
240,1.84,376.0
240,1.78,364.0
240,1.79,368.0
240,1.83,374.0
240,1.86,381.0
240,1.86,381.0
240,1.86,380.0
240,1.87,382.0
240,1.86,381.0
240,1.94,399.0
240,1.74,344.0
240,0.71,129.0
240,0.76,172.0
240,1.84,388.0
240,2.22,454.0
240,2.22,453.0
240,2.14,437.0
240,2.07,423.0
240,2.03,414.0
240,1.97,404.0
240,1.93,394.0
240,1.91,390.0
240,1.89,385.0
240,1.86,378.0
240,1.82,371.0
240,1.79,365.0
240,1.74,355.0
240,1.69,344.0
240,1.65,336.0
240,1.65,336.0
240,1.67,342.0
240,1.74,358.0
240,1.84,378.0
240,1.94,398.0
240,1.97,404.0
240,1.96,402.0
240,1.95,398.0
240,1.93,395.0
240,1.89,387.0
240,1.88,383.0
240,1.88,384.0
240,1.87,382.0
240,1.86,381.0
240,1.88,383.0
240,1.88,385.0
240,1.87,382.0
240,1.85,379.0
240,1.87,381.0
240,1.87,384.0
240,1.85,380.0
240,1.85,378.0
240,1.86,379.0
240,1.85,379.0
240,1.84,377.0
240,1.85,378.0
240,1.86,380.0
240,1.84,377.0
240,1.83,375.0
241,1.85,378.0
241,1.85,379.0
241,1.85,379.0
241,1.86,379.0
241,1.82,371.0
241,1.79,368.0
241,1.81,372.0
241,1.86,380.0
241,1.89,386.0
241,1.88,386.0
241,1.88,384.0
241,1.89,386.0
241,1.91,391.0
241,1.97,401.0
241,1.33,255.0
241,0.5,107.0
241,1.38,300.0
241,2.12,438.0
241,2.23,455.0
241,2.18,446.0
241,2.11,432.0
241,2.05,417.0
241,2.01,410.0
241,1.96,402.0
241,1.92,392.0
241,1.89,384.0
241,1.87,382.0
241,1.85,378.0
241,1.8,368.0
241,1.77,361.0
241,1.73,353.0
241,1.68,343.0
241,1.65,336.0
241,1.66,339.0
241,1.71,351.0
241,1.79,369.0
241,1.9,390.0
241,1.97,403.0
241,1.97,405.0
241,1.95,399.0
241,1.94,395.0
241,1.92,393.0
241,1.88,385.0
241,1.86,380.0
241,1.86,380.0
241,1.85,378.0
241,1.83,376.0
241,1.84,375.0
241,1.84,377.0
241,1.83,375.0
241,1.82,374.0
241,1.84,375.0
241,1.84,376.0
241,1.82,373.0
241,1.81,371.0
241,1.82,373.0
241,1.82,372.0
241,1.8,370.0
241,1.8,369.0
241,1.81,370.0
241,1.81,371.0
241,1.81,370.0
241,1.77,361.0
241,1.77,363.0
241,1.78,366.0
241,1.81,370.0
241,1.85,378.0
241,1.86,380.0
241,1.85,378.0
242,1.84,375.0
242,1.85,380.0
242,1.96,399.0
242,1.35,261.0
242,0.42,85.0
242,1.17,257.0
242,2.06,427.0
242,2.21,452.0
242,2.18,445.0
242,2.11,431.0
242,2.03,415.0
242,1.99,406.0
242,1.96,399.0
242,1.91,390.0
242,1.87,382.0
242,1.85,379.0
242,1.83,375.0
242,1.79,367.0
242,1.76,359.0
242,1.73,351.0
242,1.67,341.0
242,1.63,333.0
242,1.64,335.0
242,1.7,348.0
242,1.78,367.0
242,1.87,384.0
242,1.95,399.0
242,1.97,404.0
242,1.95,399.0
242,1.92,391.0
242,1.9,388.0
242,1.87,384.0
242,1.85,379.0
242,1.86,380.0
242,1.86,380.0
242,1.84,377.0
242,1.83,375.0
242,1.84,377.0
242,1.84,377.0
242,1.83,374.0
242,1.83,374.0
242,1.84,375.0
242,1.83,375.0
242,1.81,371.0
242,1.82,372.0
242,1.83,374.0
242,1.82,373.0
242,1.82,372.0
242,1.83,373.0
242,1.83,376.0
242,1.83,374.0
242,1.84,374.0
242,1.84,376.0
242,1.83,375.0
242,1.76,361.0
242,1.78,366.0
242,1.83,374.0
242,1.85,378.0
242,1.86,380.0
242,1.87,382.0
242,1.87,383.0
242,1.85,379.0
242,1.92,395.0
242,1.82,362.0
242,0.86,158.0
242,0.63,144.0
242,1.73,368.0
242,2.2,453.0
242,2.21,451.0
243,2.15,437.0
243,2.08,425.0
243,2.03,415.0
243,1.96,402.0
243,1.94,395.0
243,1.91,390.0
243,1.88,385.0
243,1.85,377.0
243,1.82,372.0
243,1.8,367.0
243,1.74,357.0
243,1.7,347.0
243,1.67,341.0
243,1.66,340.0
243,1.67,342.0
243,1.74,358.0
243,1.87,383.0
243,1.95,399.0
243,1.97,404.0
243,1.98,405.0
243,1.96,401.0
243,1.93,394.0
243,1.91,389.0
243,1.9,388.0
243,1.89,386.0
243,1.87,383.0
243,1.87,383.0
243,1.88,384.0
243,1.86,382.0
243,1.85,379.0
243,1.86,379.0
243,1.86,381.0
243,1.86,380.0
243,1.85,379.0
243,1.87,381.0
243,1.87,382.0
243,1.85,379.0
243,1.85,377.0
243,1.86,380.0
243,1.85,378.0
243,1.84,376.0
243,1.85,378.0
243,1.87,382.0
243,1.85,380.0
243,1.82,372.0
243,1.8,368.0
243,1.82,374.0
243,1.84,377.0
243,1.87,383.0
243,1.89,386.0
243,1.88,386.0
243,1.87,382.0
243,1.87,383.0
243,1.99,410.0
243,1.7,336.0
243,0.68,125.0
243,0.94,209.0
243,1.93,405.0
243,2.21,454.0
243,2.2,448.0
243,2.15,438.0
243,2.07,424.0
243,2.01,411.0
243,1.97,402.0
243,1.95,397.0
243,1.91,389.0
243,1.87,382.0
243,1.85,378.0
244,1.82,373.0
244,1.78,363.0
244,1.74,355.0
244,1.71,349.0
244,1.67,342.0
244,1.64,337.0
244,1.69,346.0
244,1.78,367.0
244,1.88,386.0
244,1.95,399.0
244,1.99,406.0
244,1.97,403.0
244,1.94,396.0
244,1.92,391.0
244,1.9,388.0
244,1.87,382.0
244,1.84,378.0
244,1.84,376.0
244,1.84,377.0
244,1.83,375.0
244,1.83,375.0
244,1.85,377.0
244,1.84,378.0
244,1.83,375.0
244,1.83,374.0
244,1.84,376.0
244,1.83,374.0
244,1.82,372.0
244,1.82,373.0
244,1.83,374.0
244,1.81,371.0
244,1.8,369.0
244,1.82,373.0
244,1.82,373.0
244,1.81,372.0
244,1.77,361.0
244,1.78,364.0
244,1.79,368.0
244,1.82,373.0
244,1.85,378.0
244,1.86,380.0
244,1.85,378.0
244,1.84,376.0
244,1.88,386.0
244,1.94,392.0
244,1.2,228.0
244,0.43,93.0
244,1.34,293.0
244,2.12,438.0
244,2.22,453.0
244,2.17,443.0
244,2.1,430.0
244,2.03,414.0
244,1.98,405.0
244,1.96,400.0
244,1.91,391.0
244,1.88,383.0
244,1.86,380.0
244,1.83,375.0
244,1.78,365.0
244,1.74,355.0
244,1.71,349.0
244,1.67,340.0
244,1.63,333.0
244,1.64,336.0
244,1.71,351.0
244,1.81,372.0
244,1.9,389.0
244,1.96,399.0
245,1.96,402.0
245,1.94,396.0
245,1.9,389.0
245,1.89,385.0
245,1.87,383.0
245,1.85,379.0
245,1.85,378.0
245,1.86,380.0
245,1.85,378.0
245,1.84,377.0
245,1.85,378.0
245,1.85,378.0
245,1.84,376.0
245,1.83,374.0
245,1.84,376.0
245,1.83,375.0
245,1.82,373.0
245,1.83,374.0
245,1.84,375.0
245,1.83,374.0
245,1.82,373.0
245,1.83,374.0
245,1.83,375.0
245,1.82,374.0
245,1.83,374.0
245,1.85,377.0
245,1.85,378.0
245,1.83,375.0
245,1.84,375.0
245,1.85,378.0
245,1.84,377.0
245,1.83,375.0
245,1.84,375.0
245,1.79,366.0
245,1.79,366.0
245,1.81,371.0
245,1.85,379.0
245,1.87,382.0
245,1.85,378.0
245,1.84,377.0
245,1.86,380.0
245,1.91,394.0
245,1.82,362.0
245,0.88,161.0
245,0.6,136.0
245,1.7,362.0
245,2.19,450.0
245,2.22,454.0
245,2.16,441.0
245,2.09,426.0
245,2.04,416.0
245,2.0,408.0
245,1.95,399.0
245,1.92,391.0
245,1.9,387.0
245,1.88,384.0
245,1.84,376.0
245,1.81,369.0
245,1.78,363.0
245,1.73,353.0
245,1.69,345.0
245,1.67,341.0
245,1.7,347.0
245,1.76,362.0
245,1.85,380.0
245,1.97,400.0
245,2.0,409.0
245,1.98,407.0
245,1.97,402.0
246,1.95,398.0
246,1.92,393.0
246,1.9,387.0
246,1.89,385.0
246,1.89,386.0
246,1.87,384.0
246,1.87,382.0
246,1.87,383.0
246,1.88,385.0
246,1.86,380.0
246,1.85,379.0
246,1.87,382.0
246,1.86,382.0
246,1.86,379.0
246,1.86,379.0
246,1.87,382.0
246,1.85,380.0
246,1.84,377.0
246,1.86,380.0
246,1.86,381.0
246,1.84,377.0
246,1.84,375.0
246,1.85,378.0
246,1.85,379.0
246,1.85,378.0
246,1.82,371.0
246,1.81,370.0
246,1.82,374.0
246,1.85,378.0
246,1.88,384.0
246,1.89,387.0
246,1.87,384.0
246,1.87,381.0
246,1.88,385.0
246,2.01,412.0
246,1.56,305.0
246,0.52,99.0
246,1.0,223.0
246,1.96,411.0
246,2.21,452.0
246,2.19,447.0
246,2.13,434.0
246,2.05,418.0
246,2.0,408.0
246,1.96,402.0
246,1.92,392.0
246,1.88,385.0
246,1.86,379.0
246,1.83,374.0
246,1.79,366.0
246,1.75,357.0
246,1.71,348.0
246,1.66,339.0
246,1.61,330.0
246,1.61,330.0
246,1.66,342.0
246,1.76,363.0
246,1.86,382.0
246,1.94,397.0
246,1.96,402.0
246,1.95,398.0
246,1.93,393.0
246,1.9,388.0
246,1.88,385.0
246,1.85,378.0
246,1.83,374.0
246,1.84,376.0
246,1.83,376.0
246,1.83,374.0
247,1.83,375.0
247,1.84,375.0
247,1.82,373.0
247,1.82,372.0
247,1.83,375.0
247,1.83,375.0
247,1.81,371.0
247,1.82,372.0
247,1.83,375.0
247,1.82,372.0
247,1.81,370.0
247,1.82,373.0
247,1.83,374.0
247,1.82,372.0
247,1.82,372.0
247,1.82,372.0
247,1.82,374.0
247,1.81,370.0
247,1.83,374.0
247,1.8,367.0
247,1.77,363.0
247,1.79,367.0
247,1.83,374.0
247,1.86,380.0
247,1.85,380.0
247,1.84,377.0
247,1.85,379.0
247,1.85,380.0
247,1.96,399.0
247,1.39,268.0
247,0.37,74.0
247,1.07,238.0
247,2.03,423.0
247,2.24,457.0
247,2.19,449.0
247,2.12,432.0
247,2.06,420.0
247,2.02,411.0
247,1.97,402.0
247,1.92,392.0
247,1.9,387.0
247,1.88,385.0
247,1.83,376.0
247,1.8,367.0
247,1.77,361.0
247,1.73,354.0
